Posição,municipio,Estado,População,cidade,uf,pais
3598º,Vertente do Lério,Pernambuco,7 526,vertente-do-lerio,pe,Brasil
3599º,Boa Vista da Aparecida,Paraná,7 524,boa-vista-da-aparecida,pr,Brasil
3600º,Nuporanga,São Paulo,7 522,nuporanga,sp,Brasil
3601º,Palmeirina,Pernambuco,7 509,palmeirina,pe,Brasil
3602º,Trombudo Central,Santa Catarina,7 506,trombudo-central,sc,Brasil
3603º,Quatiguá,Paraná,7 504,quatigua,pr,Brasil
3604º,Laguna Carapã,Mato Grosso do Sul,7 496,laguna-carapa,ms,Brasil
3605º,Dionísio,Minas Gerais,7 493,dionisio,mg,Brasil
3606º,Nova Porteirinha,Minas Gerais,7 493,nova-porteirinha,mg,Brasil
3607º,Brejinho,Pernambuco,7 489,brejinho,pe,Brasil
3608º,Claro dos Poções,Minas Gerais,7 478,claro-dos-pocoes,mg,Brasil
3609º,Itacajá,Tocantins,7 471,itacaja,to,Brasil
3610º,Segredo,Rio Grande do Sul,7 465,segredo,rs,Brasil
3611º,Muniz Ferreira,Bahia,7 464,muniz-ferreira,ba,Brasil
3612º,Maracajá,Santa Catarina,7 461,maracaja,sc,Brasil
3613º,São Miguel de Taipu,Paraíba,7 450,sao-miguel-de-taipu,pb,Brasil
3614º,São Domingos do Azeitão,Maranhão,7 448,sao-domingos-do-azeitao,ma,Brasil
3615º,Alpercata,Minas Gerais,7 448,alpercata,mg,Brasil
3616º,Pedrão,Bahia,7 438,pedrao,ba,Brasil
3617º,Antônio Olinto,Paraná,7 421,antonio-olinto,pr,Brasil
3618º,Paulo Frontin,Paraná,7 418,paulo-frontin,pr,Brasil
3619º,Joviânia,Goiás,7 417,joviania,go,Brasil
3620º,Lavras do Sul,Rio Grande do Sul,7 410,lavras-do-sul,rs,Brasil
3621º,Ribeiro Gonçalves,Piauí,7 408,ribeiro-goncalves,pi,Brasil
3622º,Jequitaí,Minas Gerais,7 407,jequitai,mg,Brasil
3623º,Antonina do Norte,Ceará,7 402,antonina-do-norte,ce,Brasil
3624º,Ametista do Sul,Rio Grande do Sul,7 396,ametista-do-sul,rs,Brasil
3625º,São João do Oriente,Minas Gerais,7 393,sao-joao-do-oriente,mg,Brasil
3626º,Guarani das Missões,Rio Grande do Sul,7 393,guarani-das-missoes,rs,Brasil
3627º,Inconfidentes,Minas Gerais,7 387,inconfidentes,mg,Brasil
3628º,Lavrinhas,São Paulo,7 361,lavrinhas,sp,Brasil
3629º,Abatiá,Paraná,7 360,abatia,pr,Brasil
3630º,Brejo Grande do Araguaia,Pará,7 357,brejo-grande-do-araguaia,pa,Brasil
3631º,Belém do Brejo do Cruz,Paraíba,7 356,belem-do-brejo-do-cruz,pb,Brasil
3632º,Santa Luzia do Norte,Alagoas,7 344,santa-luzia-do-norte,al,Brasil
3633º,Campo Largo do Piauí,Piauí,7 342,campo-largo-do-piaui,pi,Brasil
3634º,Jaraguari,Mato Grosso do Sul,7 342,jaraguari,ms,Brasil
3635º,Sericita,Minas Gerais,7 340,sericita,mg,Brasil
3636º,Itarumã,Goiás,7 337,itaruma,go,Brasil
3637º,São João do Sul,Santa Catarina,7 332,sao-joao-do-sul,sc,Brasil
3638º,Indaiabira,Minas Gerais,7 328,indaiabira,mg,Brasil
3639º,Santa Rita de Minas,Minas Gerais,7 322,santa-rita-de-minas,mg,Brasil
3640º,Jaci,São Paulo,7 322,jaci,sp,Brasil
3641º,Palma Sola,Santa Catarina,7 321,palma-sola,sc,Brasil
3642º,Orindiúva,São Paulo,7 318,orindiuva,sp,Brasil
3643º,Santo Antônio do Retiro,Minas Gerais,7 316,santo-antonio-do-retiro,mg,Brasil
3644º,Manoel Viana,Rio Grande do Sul,7 315,manoel-viana,rs,Brasil
3645º,Chã Preta,Alagoas,7 311,cha-preta,al,Brasil
3646º,Nazaré do Piauí,Piauí,7 307,nazare-do-piaui,pi,Brasil
3647º,Praia Grande,Santa Catarina,7 305,praia-grande,sc,Brasil
3648º,Laje do Muriaé,Rio de Janeiro,7 298,laje-do-muriae,rj,Brasil
3649º,Teodoro Sampaio,Bahia,7 296,teodoro-sampaio,ba,Brasil
3650º,Irajuba,Bahia,7 295,irajuba,ba,Brasil
3651º,Cosmorama,São Paulo,7 289,cosmorama,sp,Brasil
3652º,Bandeirantes,Mato Grosso do Sul,7 281,bandeirantes,ms,Brasil
3653º,Livramento,Paraíba,7 274,livramento,pb,Brasil
3654º,Apuarema,Bahia,7 274,apuarema,ba,Brasil
3655º,Nazarezinho,Paraíba,7 271,nazarezinho,pb,Brasil
3656º,Cristalândia,Tocantins,7 268,cristalandia,to,Brasil
3657º,Ibiraiaras,Rio Grande do Sul,7 267,ibiraiaras,rs,Brasil
3658º,Desterro de Entre Rios,Minas Gerais,7 266,desterro-de-entre-rios,mg,Brasil
3659º,Ereré,Ceará,7 254,erere,ce,Brasil
3660º,Ouro,Santa Catarina,7 251,ouro,sc,Brasil
3661º,Reduto,Minas Gerais,7 247,reduto,mg,Brasil
3662º,Campos de Júlio,Mato Grosso,7 245,campos-de-julio,mt,Brasil
3663º,Juranda,Paraná,7 244,juranda,pr,Brasil
3664º,Engenheiro Navarro,Minas Gerais,7 240,engenheiro-navarro,mg,Brasil
3665º,São José de Ubá,Rio de Janeiro,7 240,sao-jose-de-uba,rj,Brasil
3666º,Junco do Seridó,Paraíba,7 238,junco-do-serido,pb,Brasil
3667º,Varjão de Minas,Minas Gerais,7 235,varjao-de-minas,mg,Brasil
3668º,Terezinha,Pernambuco,7 227,terezinha,pe,Brasil
3669º,Cacimbas,Paraíba,7 225,cacimbas,pb,Brasil
3670º,Araguacema,Tocantins,7 223,araguacema,to,Brasil
3671º,Boa Vista,Paraíba,7 218,boa-vista,pb,Brasil
3672º,Luiziana,Paraná,7 217,luiziana,pr,Brasil
3673º,Coronel Bicaco,Rio Grande do Sul,7 213,coronel-bicaco,rs,Brasil
3674º,Caiçara,Paraíba,7 182,caicara,pb,Brasil
3675º,Doverlândia,Goiás,7 174,doverlandia,go,Brasil
3676º,Dois Irmãos do Tocantins,Tocantins,7 173,dois-irmaos-do-tocantins,to,Brasil
3677º,Monteirópolis,Alagoas,7 171,monteiropolis,al,Brasil
3678º,Antônio Martins,Rio Grande do Norte,7 162,antonio-martins,rn,Brasil
3679º,Nova Aliança,São Paulo,7 161,nova-alianca,sp,Brasil
3680º,Água Doce,Santa Catarina,7 160,agua-doce,sc,Brasil
3681º,Pedra Bonita,Minas Gerais,7 157,pedra-bonita,mg,Brasil
3682º,Laurentino,Santa Catarina,7 154,laurentino,sc,Brasil
3683º,São Tomé das Letras,Minas Gerais,7 151,sao-tome-das-letras,mg,Brasil
3684º,Delfinópolis,Minas Gerais,7 146,delfinopolis,mg,Brasil
3685º,Amaral Ferrador,Rio Grande do Sul,7 136,amaral-ferrador,rs,Brasil
3686º,Governador Jorge Teixeira,Rondônia,7 130,governador-jorge-teixeira,ro,Brasil
3687º,Presidente Médici,Maranhão,7 124,presidente-medici,ma,Brasil
3688º,Acauã,Piauí,7 119,acaua,pi,Brasil
3689º,Machacalis,Minas Gerais,7 112,machacalis,mg,Brasil
3690º,Naque,Minas Gerais,7 104,naque,mg,Brasil
3691º,Treze de Maio,Santa Catarina,7 104,treze-de-maio,sc,Brasil
3692º,Bom Sucesso,Paraná,7 103,bom-sucesso,pr,Brasil
3693º,São Roque de Minas,Minas Gerais,7 100,sao-roque-de-minas,mg,Brasil
3694º,Verê,Paraná,7 094,vere,pr,Brasil
3695º,Marilena,Paraná,7 093,marilena,pr,Brasil
3696º,Alto Boa Vista,Mato Grosso,7 092,alto-boa-vista,mt,Brasil
3697º,Jussara,Paraná,7 069,jussara,pr,Brasil
3698º,Doutor Severiano,Rio Grande do Norte,7 068,doutor-severiano,rn,Brasil
3699º,Iraí de Minas,Minas Gerais,7 067,irai-de-minas,mg,Brasil
3700º,Central de Minas,Minas Gerais,7 059,central-de-minas,mg,Brasil
3701º,Tuiuti,São Paulo,7 058,tuiuti,sp,Brasil
3702º,Palmitinho,Rio Grande do Sul,7 056,palmitinho,rs,Brasil
3703º,Areial,Paraíba,7 054,areial,pb,Brasil
3704º,Corumbiara,Rondônia,7 052,corumbiara,ro,Brasil
3705º,Alfredo Vasconcelos,Minas Gerais,7 052,alfredo-vasconcelos,mg,Brasil
3706º,Aguiarnópolis,Tocantins,7 049,aguiarnopolis,to,Brasil
3707º,Amapá do Maranhão,Maranhão,7 047,amapa-do-maranhao,ma,Brasil
3708º,Santana da Vargem,Minas Gerais,7 047,santana-da-vargem,mg,Brasil
3709º,Dirceu Arcoverde,Piauí,7 046,dirceu-arcoverde,pi,Brasil
3710º,Iraí,Rio Grande do Sul,7 046,irai,rs,Brasil
3711º,Sapucaí-Mirim,Minas Gerais,7 045,sapucai-mirim,mg,Brasil
3712º,Itanhangá,Mato Grosso,7 030,itanhanga,mt,Brasil
3713º,Guidoval,Minas Gerais,7 026,guidoval,mg,Brasil
3714º,Cabeceira Grande,Minas Gerais,7 025,cabeceira-grande,mg,Brasil
3715º,Santo Antônio da Alegria,São Paulo,7 024,santo-antonio-da-alegria,sp,Brasil
3716º,Barro Duro,Piauí,7 022,barro-duro,pi,Brasil
3717º,Abadia dos Dourados,Minas Gerais,7 022,abadia-dos-dourados,mg,Brasil
3718º,Luís Domingues,Maranhão,7 016,luis-domingues,ma,Brasil
3719º,Salto da Divisa,Minas Gerais,7 014,salto-da-divisa,mg,Brasil
3720º,Indianópolis,Minas Gerais,7 009,indianopolis,mg,Brasil
3721º,Macambira,Sergipe,7 002,macambira,se,Brasil
3722º,Serra Redonda,Paraíba,7 001,serra-redonda,pb,Brasil
3723º,Conquista,Minas Gerais,6 997,conquista,mg,Brasil
3724º,Goioxim,Paraná,6 997,goioxim,pr,Brasil
3725º,Jacuípe,Alagoas,6 992,jacuipe,al,Brasil
3726º,Araporã,Minas Gerais,6 992,arapora,mg,Brasil
3727º,Meleiro,Santa Catarina,6 989,meleiro,sc,Brasil
3728º,Divinópolis do Tocantins,Tocantins,6 986,divinopolis-do-tocantins,to,Brasil
3729º,São Tomás de Aquino,Minas Gerais,6 980,sao-tomas-de-aquino,mg,Brasil
3730º,São Brás,Alagoas,6 977,sao-bras,al,Brasil
3731º,Imbé de Minas,Minas Gerais,6 976,imbe-de-minas,mg,Brasil
3732º,Campestre,Alagoas,6 972,campestre,al,Brasil
3733º,Pontal do Araguaia,Mato Grosso,6 972,pontal-do-araguaia,mt,Brasil
3734º,Jaborandi,São Paulo,6 963,jaborandi,sp,Brasil
3735º,São Carlos do Ivaí,Paraná,6 961,sao-carlos-do-ivai,pr,Brasil
3736º,Sabáudia,Paraná,6 954,sabaudia,pr,Brasil
3737º,Jacareacanga,Pará,6 952,jacareacanga,pa,Brasil
3738º,Ajuricaba,Rio Grande do Sul,6 951,ajuricaba,rs,Brasil
3739º,Faro,Pará,6 949,faro,pa,Brasil
3740º,São Miguel do Anta,Minas Gerais,6 949,sao-miguel-do-anta,mg,Brasil
3741º,São Sebastião do Oeste,Minas Gerais,6 948,sao-sebastiao-do-oeste,mg,Brasil
3742º,Divisa Alegre,Minas Gerais,6 946,divisa-alegre,mg,Brasil
3743º,Santana dos Garrotes,Paraíba,6 942,santana-dos-garrotes,pb,Brasil
3744º,Dom Expedito Lopes,Piauí,6 940,dom-expedito-lopes,pi,Brasil
3745º,Floresta,Paraná,6 926,floresta,pr,Brasil
3746º,Anhembi,São Paulo,6 911,anhembi,sp,Brasil
3747º,São José do Ouro,Rio Grande do Sul,6 911,sao-jose-do-ouro,rs,Brasil
3748º,Jandaíra,Rio Grande do Norte,6 907,jandaira,rn,Brasil
3749º,Almas,Tocantins,6 905,almas,to,Brasil
3750º,Ouvidor,Goiás,6 895,ouvidor,go,Brasil
3751º,Simolândia,Goiás,6 895,simolandia,go,Brasil
3752º,Hulha Negra,Rio Grande do Sul,6 894,hulha-negra,rs,Brasil
3753º,Santa Rosa do Purus,Acre,6 893,santa-rosa-do-purus,ac,Brasil
3754º,Campo Belo do Sul,Santa Catarina,6 889,campo-belo-do-sul,sc,Brasil
3755º,Padre Marcos,Piauí,6 879,padre-marcos,pi,Brasil
3756º,Vitorino,Paraná,6 879,vitorino,pr,Brasil
3757º,Confins,Minas Gerais,6 867,confins,mg,Brasil
3758º,Juti,Mato Grosso do Sul,6 861,juti,ms,Brasil
3759º,Nova Lacerda,Mato Grosso,6 861,nova-lacerda,mt,Brasil
3760º,Capetinga,Minas Gerais,6 860,capetinga,mg,Brasil
3761º,São Roberto,Maranhão,6 856,sao-roberto,ma,Brasil
3762º,Laranjal,Minas Gerais,6 856,laranjal,mg,Brasil
3763º,Gongogi,Bahia,6 852,gongogi,ba,Brasil
3764º,Bonfim,Minas Gerais,6 852,bonfim,mg,Brasil
3765º,Lagoa d'Anta,Rio Grande do Norte,6 851,lagoa-d'anta,rn,Brasil
3766º,Boa Hora,Piauí,6 848,boa-hora,pi,Brasil
3767º,Santo Antônio do Pinhal,São Paulo,6 843,santo-antonio-do-pinhal,sp,Brasil
3768º,Chuí,Rio Grande do Sul,6 832,chui,rs,Brasil
3769º,Palmeiras do Tocantins,Tocantins,6 830,palmeiras-do-tocantins,to,Brasil
3770º,Bom Jesus do Araguaia,Mato Grosso,6 830,bom-jesus-do-araguaia,mt,Brasil
3771º,Jambeiro,São Paulo,6 828,jambeiro,sp,Brasil
3772º,Careaçu,Minas Gerais,6 826,careacu,mg,Brasil
3773º,Morro do Chapéu do Piauí,Piauí,6 825,morro-do-chapeu-do-piaui,pi,Brasil
3774º,Nova União,Rondônia,6 822,nova-uniao,ro,Brasil
3775º,Crisólita,Minas Gerais,6 814,crisolita,mg,Brasil
3776º,Cipotânea,Minas Gerais,6 811,cipotanea,mg,Brasil
3777º,Herval,Rio Grande do Sul,6 807,herval,rs,Brasil
3778º,Sussuapara,Piauí,6 801,sussuapara,pi,Brasil
3779º,Tumiritinga,Minas Gerais,6 797,tumiritinga,mg,Brasil
3780º,Santarém Novo,Pará,6 796,santarem-novo,pa,Brasil
3781º,Quixaba,Pernambuco,6 796,quixaba,pe,Brasil
3782º,Alto Horizonte,Goiás,6 796,alto-horizonte,go,Brasil
3783º,Lagoa de São Francisco,Piauí,6 795,lagoa-de-sao-francisco,pi,Brasil
3784º,Dores do Rio Preto,Espírito Santo,6 793,dores-do-rio-preto,es,Brasil
3785º,Itagimirim,Bahia,6 784,itagimirim,ba,Brasil
3786º,Anita Garibaldi,Santa Catarina,6 783,anita-garibaldi,sc,Brasil
3787º,Angical do Piauí,Piauí,6 779,angical-do-piaui,pi,Brasil
3788º,Renascença,Paraná,6 772,renascenca,pr,Brasil
3789º,Condor,Rio Grande do Sul,6 766,condor,rs,Brasil
3790º,Galileia,Minas Gerais,6 764,galileia,mg,Brasil
3791º,Santa Clara do Sul,Rio Grande do Sul,6 755,santa-clara-do-sul,rs,Brasil
3792º,Roque Gonzales,Rio Grande do Sul,6 750,roque-gonzales,rs,Brasil
3793º,Cuitegi,Paraíba,6 748,cuitegi,pb,Brasil
3794º,Maquiné,Rio Grande do Sul,6 747,maquine,rs,Brasil
3795º,Periquito,Minas Gerais,6 738,periquito,mg,Brasil
3796º,Quintana,São Paulo,6 736,quintana,sp,Brasil
3797º,Ipê,Rio Grande do Sul,6 736,ipe,rs,Brasil
3798º,Luislândia,Minas Gerais,6 735,luislandia,mg,Brasil
3799º,Belo Monte,Alagoas,6 717,belo-monte,al,Brasil
3800º,Capim,Paraíba,6 715,capim,pb,Brasil
3801º,Boa Vista do Buricá,Rio Grande do Sul,6 712,boa-vista-do-burica,rs,Brasil
3802º,Sapopema,Paraná,6 708,sapopema,pr,Brasil
3803º,Santa Bárbara de Goiás,Goiás,6 701,santa-barbara-de-goias,go,Brasil
3804º,São Sebastião do Anta,Minas Gerais,6 697,sao-sebastiao-do-anta,mg,Brasil
3805º,Erval Seco,Rio Grande do Sul,6 697,erval-seco,rs,Brasil
3806º,São José do Piauí,Piauí,6 696,sao-jose-do-piaui,pi,Brasil
3807º,Matureia,Paraíba,6 690,matureia,pb,Brasil
3808º,Marizópolis,Paraíba,6 689,marizopolis,pb,Brasil
3809º,Guarantã,São Paulo,6 685,guaranta,sp,Brasil
3810º,Pinhão,Sergipe,6 678,pinhao,se,Brasil
3811º,Ijaci,Minas Gerais,6 667,ijaci,mg,Brasil
3812º,Dona Euzébia,Minas Gerais,6 664,dona-euzebia,mg,Brasil
3813º,Condado,Paraíba,6 662,condado,pb,Brasil
3814º,Mariópolis,Paraná,6 655,mariopolis,pr,Brasil
3815º,Faxinal do Soturno,Rio Grande do Sul,6 651,faxinal-do-soturno,rs,Brasil
3816º,Águas Mornas,Santa Catarina,6 646,aguas-mornas,sc,Brasil
3817º,Guairaçá,Paraná,6 635,guairaca,pr,Brasil
3818º,Roteiro,Alagoas,6 634,roteiro,al,Brasil
3819º,Afonso Cunha,Maranhão,6 631,afonso-cunha,ma,Brasil
3820º,Comercinho,Minas Gerais,6 624,comercinho,mg,Brasil
3821º,Natividade da Serra,São Paulo,6 624,natividade-da-serra,sp,Brasil
3822º,Potiraguá,Bahia,6 623,potiragua,ba,Brasil
3823º,Heliodora,Minas Gerais,6 623,heliodora,mg,Brasil
3824º,Grão-Pará,Santa Catarina,6 621,grao-para,sc,Brasil
3825º,Barão de Cotegipe,Rio Grande do Sul,6 616,barao-de-cotegipe,rs,Brasil
3826º,Passo do Sobrado,Rio Grande do Sul,6 612,passo-do-sobrado,rs,Brasil
3827º,Morro Redondo,Rio Grande do Sul,6 609,morro-redondo,rs,Brasil
3828º,Palma,Minas Gerais,6 606,palma,mg,Brasil
3829º,Porto do Mangue,Rio Grande do Norte,6 605,porto-do-mangue,rn,Brasil
3830º,Milton Brandão,Piauí,6 603,milton-brandao,pi,Brasil
3831º,Santo Antônio de Goiás,Goiás,6 593,santo-antonio-de-goias,go,Brasil
3832º,Pedro Avelino,Rio Grande do Norte,6 591,pedro-avelino,rn,Brasil
3833º,Arapoema,Tocantins,6 590,arapoema,to,Brasil
3834º,Itirapuã,São Paulo,6 587,itirapua,sp,Brasil
3835º,Sertão Santana,Rio Grande do Sul,6 586,sertao-santana,rs,Brasil
3836º,Santa Cruz,Paraíba,6 579,santa-cruz,pb,Brasil
3837º,Pardinho,São Paulo,6 579,pardinho,sp,Brasil
3838º,Caiçara do Norte,Rio Grande do Norte,6 572,caicara-do-norte,rn,Brasil
3839º,Morro Reuter,Rio Grande do Sul,6 570,morro-reuter,rs,Brasil
3840º,Oriente,São Paulo,6 569,oriente,sp,Brasil
3841º,Formigueiro,Rio Grande do Sul,6 569,formigueiro,rs,Brasil
3842º,Pacujá,Ceará,6 565,pacuja,ce,Brasil
3843º,Mamonas,Minas Gerais,6 565,mamonas,mg,Brasil
3844º,Guarda-Mor,Minas Gerais,6 558,guarda-mor,mg,Brasil
3845º,Selvíria,Mato Grosso do Sul,6 555,selviria,ms,Brasil
3846º,Novo Oriente do Piauí,Piauí,6 548,novo-oriente-do-piaui,pi,Brasil
3847º,Colônia do Gurgueia,Piauí,6 545,colonia-do-gurgueia,pi,Brasil
3848º,Augusto Pestana,Rio Grande do Sul,6 545,augusto-pestana,rs,Brasil
3849º,Águas de Chapecó,Santa Catarina,6 544,aguas-de-chapeco,sc,Brasil
3850º,Paraíso,São Paulo,6 536,paraiso,sp,Brasil
3851º,Faina,Goiás,6 527,faina,go,Brasil
3852º,Santa Cecília,Paraíba,6 526,santa-cecilia,pb,Brasil
3853º,Nova Palma,Rio Grande do Sul,6 519,nova-palma,rs,Brasil
3854º,Pilões,Paraíba,6 518,piloes,pb,Brasil
3855º,Nova Ibiá,Bahia,6 518,nova-ibia,ba,Brasil
3856º,Itambaracá,Paraná,6 516,itambaraca,pr,Brasil
3857º,Itaju do Colônia,Bahia,6 515,itaju-do-colonia,ba,Brasil
3858º,São Francisco de Paula,Minas Gerais,6 512,sao-francisco-de-paula,mg,Brasil
3859º,Nossa Senhora de Lourdes,Sergipe,6 509,nossa-senhora-de-lourdes,se,Brasil
3860º,Diamante,Paraíba,6 506,diamante,pb,Brasil
3861º,Rio Sono,Tocantins,6 498,rio-sono,to,Brasil
3862º,Lassance,Minas Gerais,6 494,lassance,mg,Brasil
3863º,Pirajuba,Minas Gerais,6 491,pirajuba,mg,Brasil
3864º,Vale do Paraíso,Rondônia,6 490,vale-do-paraiso,ro,Brasil
3865º,Ubarana,São Paulo,6 488,ubarana,sp,Brasil
3866º,Sales,São Paulo,6 481,sales,sp,Brasil
3867º,Brejo dos Santos,Paraíba,6 479,brejo-dos-santos,pb,Brasil
3868º,São Vicente,Rio Grande do Norte,6 476,sao-vicente,rn,Brasil
3869º,Lagoão,Rio Grande do Sul,6 469,lagoao,rs,Brasil
3870º,Santo Antônio de Lisboa,Piauí,6 466,santo-antonio-de-lisboa,pi,Brasil
3871º,Padre Carvalho,Minas Gerais,6 466,padre-carvalho,mg,Brasil
3872º,Vargem Alegre,Minas Gerais,6 460,vargem-alegre,mg,Brasil
3873º,Massapê do Piauí,Piauí,6 456,massape-do-piaui,pi,Brasil
3874º,Potiretama,Ceará,6 455,potiretama,ce,Brasil
3875º,Vila Boa,Goiás,6 451,vila-boa,go,Brasil
3876º,Mendes Pimentel,Minas Gerais,6 446,mendes-pimentel,mg,Brasil
3877º,Bom Jardim de Minas,Minas Gerais,6 444,bom-jardim-de-minas,mg,Brasil
3878º,Boqueirão do Piauí,Piauí,6 443,boqueirao-do-piaui,pi,Brasil
3879º,Rio Grande do Piauí,Piauí,6 434,rio-grande-do-piaui,pi,Brasil
3880º,Itanagra,Bahia,6 433,itanagra,ba,Brasil
3881º,Córrego Fundo,Minas Gerais,6 425,corrego-fundo,mg,Brasil
3882º,São João do Oeste,Santa Catarina,6 423,sao-joao-do-oeste,sc,Brasil
3883º,Sardoá,Minas Gerais,6 421,sardoa,mg,Brasil
3884º,Patos do Piauí,Piauí,6 420,patos-do-piaui,pi,Brasil
3885º,Gália,São Paulo,6 419,galia,sp,Brasil
3886º,São Francisco do Piauí,Piauí,6 417,sao-francisco-do-piaui,pi,Brasil
3887º,São José do Jacuri,Minas Gerais,6 409,sao-jose-do-jacuri,mg,Brasil
3888º,Santa Helena de Minas,Minas Gerais,6 406,santa-helena-de-minas,mg,Brasil
3889º,Amaporã,Paraná,6 405,amapora,pr,Brasil
3890º,Olho d'Água,Paraíba,6 399,olho-d'agua,pb,Brasil
3891º,São José de Caiana,Paraíba,6 394,sao-jose-de-caiana,pb,Brasil
3892º,Ibema,Paraná,6 387,ibema,pr,Brasil
3893º,Piracema,Minas Gerais,6 386,piracema,mg,Brasil
3894º,Bela Vista do Toldo,Santa Catarina,6 386,bela-vista-do-toldo,sc,Brasil
3895º,Cambará do Sul,Rio Grande do Sul,6 383,cambara-do-sul,rs,Brasil
3896º,Santa Maria do Herval,Rio Grande do Sul,6 382,santa-maria-do-herval,rs,Brasil
3897º,São Julião,Piauí,6 379,sao-juliao,pi,Brasil
3898º,Silveiras,São Paulo,6 375,silveiras,sp,Brasil
3899º,Arandu,São Paulo,6 373,arandu,sp,Brasil
3900º,Guajeru,Bahia,6 371,guajeru,ba,Brasil
3901º,Taciba,São Paulo,6 371,taciba,sp,Brasil
3902º,Tiros,Minas Gerais,6 369,tiros,mg,Brasil
3903º,Cuité de Mamanguape,Paraíba,6 360,cuite-de-mamanguape,pb,Brasil
3904º,Inhaúma,Minas Gerais,6 352,inhauma,mg,Brasil
3905º,Taiaçu,São Paulo,6 346,taiacu,sp,Brasil
3906º,Formosa do Oeste,Paraná,6 345,formosa-do-oeste,pr,Brasil
3907º,Boa Ventura de São Roque,Paraná,6 343,boa-ventura-de-sao-roque,pr,Brasil
3908º,Toledo,Minas Gerais,6 336,toledo,mg,Brasil
3909º,Pinhalão,Paraná,6 323,pinhalao,pr,Brasil
3910º,Vidal Ramos,Santa Catarina,6 321,vidal-ramos,sc,Brasil
3911º,Parecis,Rondônia,6 319,parecis,ro,Brasil
3912º,Baixio,Ceará,6 318,baixio,ce,Brasil
3913º,São Francisco de Sales,Minas Gerais,6 309,sao-francisco-de-sales,mg,Brasil
3914º,Cacaulândia,Rondônia,6 307,cacaulandia,ro,Brasil
3915º,Santa Maria da Serra,São Paulo,6 298,santa-maria-da-serra,sp,Brasil
3916º,São João da Ponta,Pará,6 294,sao-joao-da-ponta,pa,Brasil
3917º,Borrazópolis,Paraná,6 290,borrazopolis,pr,Brasil
3918º,Imbuia,Santa Catarina,6 284,imbuia,sc,Brasil
3919º,Inaciolândia,Goiás,6 275,inaciolandia,go,Brasil
3920º,Iacri,São Paulo,6 269,iacri,sp,Brasil
3921º,São Francisco de Goiás,Goiás,6 265,sao-francisco-de-goias,go,Brasil
3922º,Graça Aranha,Maranhão,6 261,graca-aranha,ma,Brasil
3923º,Botumirim,Minas Gerais,6 259,botumirim,mg,Brasil
3924º,Silvianópolis,Minas Gerais,6 258,silvianopolis,mg,Brasil
3925º,Santa Filomena,Piauí,6 256,santa-filomena,pi,Brasil
3926º,Santa Cruz do Piauí,Piauí,6 254,santa-cruz-do-piaui,pi,Brasil
3927º,Darcinópolis,Tocantins,6 250,darcinopolis,to,Brasil
3928º,Luisburgo,Minas Gerais,6 249,luisburgo,mg,Brasil
3929º,Caracol,Mato Grosso do Sul,6 247,caracol,ms,Brasil
3930º,Lambari d'Oeste,Mato Grosso,6 246,lambari-d'oeste,mt,Brasil
3931º,Olhos-d'Água,Minas Gerais,6 243,olhos-d'agua,mg,Brasil
3932º,Santa Cruz da Vitória,Bahia,6 241,santa-cruz-da-vitoria,ba,Brasil
3933º,Progresso,Rio Grande do Sul,6 235,progresso,rs,Brasil
3934º,Palmeirante,Tocantins,6 234,palmeirante,to,Brasil
3935º,Caatiba,Bahia,6 232,caatiba,ba,Brasil
3936º,Ichu,Bahia,6 232,ichu,ba,Brasil
3937º,Pérola d'Oeste,Paraná,6 232,perola-d'oeste,pr,Brasil
3938º,Barão,Rio Grande do Sul,6 232,barao,rs,Brasil
3939º,Alambari,São Paulo,6 231,alambari,sp,Brasil
3940º,Soledade de Minas,Minas Gerais,6 226,soledade-de-minas,mg,Brasil
3941º,Colômbia,São Paulo,6 223,colombia,sp,Brasil
3942º,São João do Sabugi,Rio Grande do Norte,6 221,sao-joao-do-sabugi,rn,Brasil
3943º,Americano do Brasil,Goiás,6 220,americano-do-brasil,go,Brasil
3944º,Cutias,Amapá,6 217,cutias,ap,Brasil
3945º,Betânia do Piauí,Piauí,6 214,betania-do-piaui,pi,Brasil
3946º,Catuji,Minas Gerais,6 206,catuji,mg,Brasil
3947º,Rio das Antas,Santa Catarina,6 199,rio-das-antas,sc,Brasil
3948º,Coroados,São Paulo,6 197,coroados,sp,Brasil
3949º,Perobal,Paraná,6 194,perobal,pr,Brasil
3950º,Lindolfo Collor,Rio Grande do Sul,6 193,lindolfo-collor,rs,Brasil
3951º,Gonzaga,Minas Gerais,6 184,gonzaga,mg,Brasil
3952º,Bom Jesus do Amparo,Minas Gerais,6 182,bom-jesus-do-amparo,mg,Brasil
3953º,Cocal dos Alves,Piauí,6 180,cocal-dos-alves,pi,Brasil
3954º,Senador Elói de Souza,Rio Grande do Norte,6 167,senador-eloi-de-souza,rn,Brasil
3955º,Poloni,São Paulo,6 166,poloni,sp,Brasil
3956º,Corguinho,Mato Grosso do Sul,6 158,corguinho,ms,Brasil
3957º,Aratiba,Rio Grande do Sul,6 145,aratiba,rs,Brasil
3958º,Águas de Santa Bárbara,São Paulo,6 142,aguas-de-santa-barbara,sp,Brasil
3959º,Pedro Régis,Paraíba,6 139,pedro-regis,pb,Brasil
